,qid,question_text,target
2261,f20dd3810f0c98418733,"If an American with no insurance, friends, or living relatives dies after an operation, who pays the hospital bills?",0
2262,33a6a0d7c2a8ac6fda68,How Do I get a duplicate copy of my degree from IP University? I need to know the whole process and fee for applying? This happened because the college is saying that my degree is not with them?,0
2263,b0230200089b60b7dc45,Is a vehicle insurance in California tied to specific driver(s) or owner(s)?,0
2264,1a2a1e928224cf4c1ac3,When is Hawaii Five-0 Season 8 on Netflix?,0
2265,12191cf5d2f05fca3a7d,How can polymer made conducting?,0
2266,7852187b45a29fbaab88,How did Vader prove to Sidious he was truly ready to be trained as a Sith?,0
2267,1fd3e6726c4e18ef4833,What is the difference between the IPA letters /ɒ/ and /ɑ/ in American English?,0
2268,41891185f8af4d195f1c,What's the best way to market my new niche business?,0
2269,6c820188c2d85b727a3d,Does Chicago prove that we need to bring slavery back?,1
2270,90ce7f93907989e45a87,Why did the Muslim-Jewish cultures achieve their apex at the same time that European Christians achieved their nadir during their Catholicism-dominated dark Middle Ages?,0
2271,ce5de66f0b6d3330b99c,What is titrating?,0
2272,537ca11ec2c677b049d4,How did Coin get 5 million YouTube views in 5 days?,0
2273,8af3d5d0f96e79004ced,What are some examples of selective training?,0
2274,be3de3c73ce3cb9aa86d,How do I apply Google India?,0
2275,6b3e244272a31c97519a,Would you rather suck dick or let your mom die?,1
2276,07a6b48ffa2558338467,How do I prepare for an entry level job in investment banking jobs?,0
2277,73778c49de0d007bd573,What happens if I dye my blue hair dark pinon?,0
2278,9a5e929350c4e7381276,"Why are there not more men being a threat to women who tell them they ""have a boyfriend""?",1
2279,250d1a368fc2d66be3a0,Why has Pintrest not gone public yet?,0
2280,643d6980664bd7cfbe4f,Who is the most supporting caracter in game of thrones?,0
2281,62f63337b72c42551a8c,Do self-help writers write self-help books to raise their own self-esteem?,0
2282,72e6eb97a692211feff7,"If you like to wear nice clothes, jewellery and look good does it mean your insecure pretentious & flashy?",0
2283,d815ba6033e9d904b0c2,What are some useful tips for someone who is starting work at Heron Therapeutics?,0
2284,afcf546f5d4612d0eab4,I am working at TCS since almost 2 years. I want to increase my income not necessarily by staying at TCS. What are some convenient and smart options?,0
2285,8948eb367d17708f05fb,How do I file patent in India and USA being an Indian? Can indivisual file patent or it needs some organisation?,0
2286,06dbaf9017b8e8db2101,"Why is the speed of light 300,000 km per second in a vacuum, and not some other number?",0
2287,e5582067ccd6a9d02b77,Should I mail Quora about the growing number of 'Hindu-Muslim conflict' questions on Quora?,0
2288,2daaf07ad870a35b2a60,Which is the best coaching centre in Vellore for IIT?,0
2289,4adf94185b2355e9f636,How do people in countries other than the US type accented words onto their computers? Are there special keys?,0
2290,b0de6543b46bb6291111,What are the leadership traits you must develop to make an impact in today's workplace?,0
2291,605daf7bde05b76c950b,What is the natural habitat of the Eurasian Golden Plover in Pakistan?,0
2292,3f30f26adb773e776b49,"Working in automotive industry as quality engineer, does it any opportunity to work in OEM in future?",0
2293,1c3772efe0ddd9d02378,What are some goals of life that make you a failure if you fail at accomplishing them besides wealth and career?,0
2294,b74f8fc73615bd1ad895,Are bed sores or pressure sores curable?,0
2295,30ec24bf01aa98b1032e,Which board should I opt if I want to be a pilot?,0
2296,14f6de8065d9624b7d68,Which is the biggest animal in the world?,0
2297,118c632d068e73c5a350,"If you could describe humans in one word, then what would it be?",0
2298,e84d82ccfbe4ab6f8095,"How can Trump's supporters overlook his lying, his emotional immaturity, and general lack of knowledge about government?",1
2299,5cda1f2d43a60d78c619,How do I calculate quantity for labour and Material cost for centering work?,0
2300,a648b1784cfe9e3b0e30,Can we immediately invoke function declaration in JavaScript?,0
2301,d9bf78940e08de17fe86,Are Americans inferior to British?,1
2302,bc8037b1119f91e9f893,Can final year students apply for the courses?,0
2303,e733bc17cc809d4168e7,Till what age do you consider it is ok to track child's geo position via safety GPS-watch or similar device?,0
2304,2e2053011a480a39c678,Can I start a business in Australia as a permanent resident?,0
2305,0e374eff0edd62becd9e,What are some good insults to roast an Indian uncle/aunty?,0
2306,836263b5fb2fb7dc324e,"How xylem is associated with the translocation of water, mineral salts etc. from Roots to the aerial part of the plants?",0
2307,9ccfc2ba0a736f196818,Who is Vasanth Kumar Shivashankar Padukone?,0
2308,073c6a1bf62d14b427ad,"I believe my anxiety/mental health issues are affecting my dog. Is this possible? If so, what can be done?",0
2309,22c2fe8a6e4f1b107478,What are some good places to live in Georgia?,0
2310,b3341e0e138345bc8b19,What would be the best JavaScript framework/library for developing a desktop PC simulator?,0
2311,15e2452343a8692caa32,Is drone can be called by sending GPS coordinates to it?,0
2312,aaa67e864122b7de6b6f,"Is it possible to get sick from not taking vitamins anymore? In the morning, I would take 80 mg of Cranberry and Vitamin C, and adandelion supplement. At night, I would take another 80 mg of Cranberry and Vitamin C. I haven't taken them in 2 weeks.",0
2313,b15a132ad2afde2a8b83,Why do you think Kolkata is the only city in India where trams run?,0
2314,d42b1b33c12c6d4fa9c2,Garba is useful or not?,0
2315,7d133782a850dc7306ec,Can any one tell me how can I be working at home and get paid?,0
2316,3a3ffc6699f55cb3b384,What are the different types of router security?,0
2317,e8808783c8455dfb4402,Why do fat people wear their pants high?,1
2318,11c30b805209d398d6b9,"If the person I love calls and meets someone (his ex) I hate, does it mean he's not caring me?",0
2319,0377a2e85a0dd6daa676,What are some tips to make a scarecrow pinata?,0
2320,2142d8909770d15a6b5c,What is the procedure to transfer a dead body by air in Chandigarh?,0
2321,96775cffb931d85e764d,What is the panishment for making an MMS but did not circulated or shared in any social media?,0
2322,43cbfa238f92f7686a05,Can I fly at 30 weeks pregnant?,0
2323,e196798f153e6458a547,Can I complete IES syllabus in 5 months?,0
2324,49449b9916512ca61882,How does it feel when someone loses vrginity?,0
2325,ddb9ab859e8478434dde,Are atheists embarrassed at their lack of spirituality?,0
2326,b12b02f18d1dbc620056,Why can't I login to meetup.com?,0
2327,80fea9320d42c74d7c6b,What is generalization and specialization in C#?,0
2328,451df75a81b99e21289b,What is the best future advice after you have a patent and an invention?,0
2329,e22d5d4578bf7ad65c16,"In your research, what did you learn about advice-giving, advice-taking, and advice-requesting?",0
2330,99eea358fd9650be8298,"What are discretionary benefits, and what are some examples?",0
2331,2ede2830960a2c029c0e,How does the brain locate a specific memory?,0
2332,c89b938fc5a9a2129bd3,Is everything in the universe technically considered energy?,0
2333,41eb47ac16a15e809680,What are places where snowy mountains are very close to beaches?,0
2334,ff6545ef93967dbbf882,"What are the best deep house albums, songs (non vocals preferably) and artists?",0
2335,b6b6955459afa604d64a,"If the conversion rate is good, would it be cheaper to buy something in another country and have it shipped back the the US?",0
2336,a61f8c800abf5d9bcded,How much money in available Boston brand permanent pacemaker for save heart (minimum&maximum)?,0
2337,b5786ec5d497fefc776d,How can you tell apart an ISTP and INFP?,0
2338,1795ea763932cab30de1,"Why would children under 3yrs old constantly hit? This is often without warning, if someone gets too close, if child is being nursed to sleep, if there are other children the child walks up and hits. This is often across the face with much force.",0
2339,ca4740ac2dc389f3ede9,Do women use height of a man as the bench mark for sexual considerations?,0
2340,5ac3dd80bb31ec86cd89,How can I keep my dogs from fighting at home?,0
2341,ad7759d7a9bd5d5cb1f7,How can you treat a lump near your elbow?,0
2342,3db704a60ebbedeb86ab,Are there any good tap dance studios to visit while on holiday in Londonderry/Derry Northern Ireland?,0
2343,124c23876a4c25d83ecb,What are the kinetics order of reactivity of alkyl halides in detail?,0
2344,309420d7419b4ffb20f1,Are there any women's world records in any sport or athletic competition in which the men's equivalent world record is less?,0
2345,be3c1358d9beae93d7b9,How easy is it to move from a position to another or to be promoted at Facebook?,0
2346,c972ffc3e43f8e7e4353,Should I upgrade from S7 edge to iPhone 8 Plus?,0
2347,35049e2704ef6f7410c2,I want to lose weight but I can't count my calories because it leads to unhealthy thoughts. I get hungry often and I love food. What do I do?,0
2348,2ca6235eb4165a4a7c65,What can I do to completely transform myself?,0
2349,9efc1224ae3f937f80f9,Why are most of the questions here about Israel when Israel is such a tiny country?,0
2350,148b59ec0b08b0d3745f,Can I become a successful doctor after doing MBBS from India or Bangladesh?,0
2351,18664a761516b60d995d,What was the experimental speed reading course on 1957?,0
2352,0a6305fbbd41d8daba2a,How does PTSD present?,0
2353,71d6129846fc5776d15b,How can an Indian legally accept investment internationally for Technology Sector?,0
2354,5cf39131a7159fe9b829,Where can l find you?,0
2355,0f398d9d594c648129b9,Do you think that females are more inclined to write fanfiction? Why or why not?,0
2356,8a65d632f05047196e56,"What are the good and bad neighborhoods of Annaba, Algeria?",0
2357,28269d3b0371991a43b8,What is your review of the Pistol Auto 9mm used by the Indian Army?,0
2358,fd096e1865c14446b022,Will I get a physical Debit Card if I sign up for Airtels Payments Bank?,0
2359,85a2d070a4cbd455de2c,What are the general political beliefs of the people in the United States Virgin Islands?,0
2360,75d6decb79a45fb6d8d4,How do I talk English like elite?,0
2361,89364a73b5308c5e0579,Can someone brief me on the dumbarton oaks conference 1944 at Washington DC?,0
2362,2e539d04af06a5cfe95d,How can I improve my creative skills?,0
2363,ccbf348a8d20557e94fb,Was the T-34 a quantity over quality tank?,0
2364,9bfaab6d7df9b61dec27,"What do you call a person who believes in a superbeing, as in a ""god"", but doesn't revere, exalt or fear them as being of greater value than anyone else (especially their loved ones) the way a religious person would?",0
2365,76805e83f9493577f485,What is NFA in a compiler design?,0
2366,451d95f9fac1cd57c8bf,Is there any scope for civil engineer in merchant navy?,0
2367,f19d37e808be4de30503,Is the verge cryptocurrency traceable?,0
2368,b5dc02b3cbf6019f9082,What do historians think about the AP World History exam cutting all material before 1450?,0
2369,b3eff889985518864560,Is it advisable for a student of poor engineering college to appear in GRE exam?,0
2370,6b0c24c6083efd16daeb,What are some good Tamil books for understanding human behavioural psychology?,0
2371,805088da79fc3a229df0,How do I overcome loneliness and depression since I failed to achieve what I wanted?,0
2372,d508f57f8a162a955458,What if Russia was protestant?,0
2373,6421420fbe0a7518f1ea,How do Axion shoes fit?,0
2374,79b4286fa29df46e735d,What does Balaji Viswanathan sir think about taking a year gap gor IIT?,0
2375,17a4db93612d4a5e42ae,Do we need to pay fees to get admission in IIT and IIM?,0
2376,e313bbbac7899bddef9e,Could a dragon have twins in the same way a chicken does (i.e. double yolk)?,0
2377,93ef3c0c1fe48767c3eb,How does one go from Crypto to Fiat (EUR) to withdrawing into an Estonian e-Resident's bank account?,0
2378,7c3f20bb2557b17d98f2,What is Wikiversity and which Wikiversity projects are interesting?,0
2379,a0d712020261092292c0,"If the state of Israel probably wouldn't have existed had it not been for the Holocaust, then can the Holocaust be seen as an act of God?",1
2380,3d9e428b953311447646,I have an idea for a startup. How will I start it?,0
2381,82d063a1722c3e0040ff,Is House rent agreement and netbanking recipt is sufficient to claim HRA if I am paying rent using net banking?,0
2382,3c76f805399137bc9cc7,What is the disadvantage of Remedial courses?,0
2383,31de168b75216b4c2068,How can lettuce be frozen?,0
2384,a8b94090f7fc1cfacd8c,Has the investigation into Trump collusion taken a turn to corruption in the FBI and Justice Dept. in support of the Clinton candidacy?,1
2385,9e5568f0837c85ab8550,What are some applications for linear temporal logic?,0
2386,85a12df73df9e8fbbb2a,Can we get adhar without date of birth proof?,0
2387,3fdc1b81702f85416d71,Which is the best city for IIT JEE coaching between Kanpur and Kota?,0
2388,92f2933f92703525d106,How is the Dyson DC25 vacuum cleaner manufactured?,0
2389,fd0a0a3117dec767569c,How was the environment view before the Bhopal gas tragedy?,0
2390,eaa1f2c45e27627b7261,What is your favorite online streaming website?,0
2391,f9edb2443b206e5fe515,Can you ever be friends (after some time apart) with someone whom you had a toxic relationship with?,0
2392,32b04c8317d27721d1c2,"Who repairs jaw fractures, an orthopedic surgeon or dental surgeon?",0
2393,c091f25c0c15436c30c7,"Physicists, what would you charge per week to research and ideate business ideas with me?",0
2394,f1d5319a6da250004eba,"How come multiple internet sites say Jon Snow has a stronger claim to the Iron Throne, considering Danaerys directly descended from the latest Targaryen King to occupy the Iron Throne?",0
2395,4c72f7f10d38a5b2af4a,What are the Greek Prayers to get blessings from their Gods and where can I find them?,0
2396,315e280e074d0db0db94,What is the difference between customer and partner?,0
2397,149c37237ae5d8b27eaf,How will the beautiful prospect of the Kingdom God has prophesied be accomplished and fulfilled?,0
2398,7bed938b6ad241da519a,Quora meetup du 22JUN18 à Paris: alors? C'était comment?,0
2399,e8c934f2eb425b791dc1,What is pinon picking?,0
2400,cc9818d8cac520d2d063,Could a hamster and a gerbil mate and successfully produce a new species called a “germster”?,0
2401,4f2324bdd8a3a166ede6,What is boiler draught and state its necessity?,0
2402,936963e8bed53b0d4ced,Is the quality of a bluetooth microphone as good as a USB microphone?,0
2403,d01ea35be2dfe3e75fe3,Where can I complain if someone is deteriorating the air quality in my area by burning waste?,0
2404,1418d7d3cac0adde6821,What are some Navajo rituals?,0
2405,8105c7882dcc6dec196a,How come there are no clocks in jail?,0
2406,3a879f508b2799eea967,What does Ganges mean to India?,0
2407,9356a3f388fb8df2b5e1,How can someone be so impromptu to everything around?,0
2408,e7f40fae118205b0beb7,What is the difference between a civil union and a marriage?,0
2409,31dacbba7365184b4d79,"Can I make a homemade smoke grenade using potassium nitrate, sugar, bicarbonate soda and melted wax crayons in Melbourne, Australia?",0
2410,60861b666b439dc49546,What are some delicious traditional food recipes from El Salvador?,0
2411,4d5c9350c3585937291a,What's your best VIVA story?,0
2412,7a781b4b37e210fd9973,"Without violating the law (of the USA), can a restaurant declare its establishment as a country and that entering the country will require a passport and visa?",0
2413,09ec2929397dca8af15b,Is studying human behaviour more important than learning about brain?,0
2414,d3875bf9158511874cb8,How do I join The Heritage Foundation?,0
2415,362e11a383da28a627a1,How would you advise someone on how to deal with anger management issues without telling them to see a counselor since they won’t admit to having the problem?,0
2416,923e63247aa7a4d1a36b,What are pre-addiction warning signs for a gamer?,0
2417,88880312ac9eafd4c6b8,How long do venmo payments take to process?,0
2418,48f213abf272b92610b2,What are some instances where light bends?,0
2419,1d797dbf49fbfc5fd092,Why do black men in Denmark always date white women?,1
2420,44e248b50f85faeea6c2,Can you love me with all your heart as God has loved you?,0
2421,290d445fefc1caeb0b9c,Why is my dad aginst games?,0
2422,8bec371b14bbdeb95d1c,What problems might teams encounter in an international MNE?,0
2423,5a44f165429aaf4ca4aa,Is Oberlo free until you hit 50 sales or import 50 products?,0
2424,4fd7362398746094b10a,Why is John Hopkins such a prestigious university?,0
2425,f513107ae13dda5537a1,Is it normal to doubt the psychologist's words? It was pointed out that my mother is toxic to me. I recognize some truth in this but I keep thinking that I'm emphasizing only the bad side of things in the sessions or that the therapist is extreme.,0
2426,315bb66eb0399e1a210e,Why is it not possible avoid the use a physical artifact in the SI definition of Kilogram by defining it in terms of the mass of molar volume (22.4 liters) of a pure gas (of known molecular weight) at STP?,0
2427,56ef5c2b3a349ca530ed,Which Noodler's flex pen is the best?,0
2428,c232dce525c9628bf547,What were the German/Soviet casualties at Prokhorovka?,0
2429,db4c603ab2e6a05027e7,"What is something you have always wanted to create or make, but never have?",0
2430,3020ba349620a6fb165f,"Feminists defend women for dressing scantily in public, so why were they furious with me for wearing a T-shirt featuring scantily-clothed women on it?",1
2431,35eb3677e8ab23e89ecf,Cats likr playing alone but doesn't play fetch. Why?,0
2432,835305b1e85d2df19f8c,Is democracy needed?,0
2433,a47eab94f0aeaa60cbf1,What should be my moderate requirements for a mobile phone on this generation?,0
2434,e4959549612218c2f803,Does a corrupt society have to be destroyed through war or disaster in order to remove the corruption?,0
2435,6117c5bc4ea337167b19,What is your favorite motivational music?,0
2436,71ea50209251b278a4d6,What happens as the singularity of a nlack hole is no longer bound by the immense grabity pnce Hawking radiation weaken it.?,0
2437,20d8fe06a5d3cc77eba1,So I'm fairly new to electronic music production. I recently purchased a Moog mother 32 and a sound craft efx 8mixer. What connections should I make to get sound out of the mixer? Thank you,0
2438,7c416443a54e078ab552,Why are Brahmins morally superior to all other groups of people in the world?,1
2439,fea27f066b14e04e8e82,"How good is the CSE department in Amrita College of Engineering, Bangalore? How good are the placements?",0
2440,3b8dd53dc93e2f3f337d,Does any one know how is the MBA course in NSIBM Jamshedpur affiliated to Kolhan University?,0
2441,4237c60e5be075bc9f3b,"How do the pole strength and the magnetic moment of each part of a bar magnet change, if it is cut in to two equal parts along its length?",0
2442,e15d8dca7d709196ea66,Where will people migrate when the planet becomes too populated?,0
2443,d42066f56c15db595426,Which is dependent on the other; computer science or information technology?,0
2444,2cf71fb821ff6245a721,Is dark matter an anomaly in the current scientific paradigm?,0
2445,cb76879c144c7604afc6,What are the health benefits of a schnitzel?,0
2446,be5c6105675f47be1979,How is it so easy to look at your male crush rather than go talk to him?,0
2447,83c3f83ae1652288ae9e,What does the UEFA Champions League mean to you?,0
2448,28642566466940e00112,How do I beat diabetes naturally?,0
2449,1e92295e575c3ffa4346,How can I study Judaism in Israel for free?,0
2450,aade7c3dbd6432abf55c,"Why do liberals think they have all the answers? The vast majority of the people in this country are conservative, as shown by the last election.",1
2451,a552b5536dfb5da5728a,What is the difference between steam distillation and open steam?,0
2452,ba1208bf3492e5aa9f29,Is it likely a broken bone will seriously injure you or even kill you if left untreated?,0
2453,3ec133738a46c44767ed,Which countries are a mix of East and West?,0
2454,db2750e6b1d4c94930af,How do I make Mexico pay for the wall?,0
2455,a205a99551f1fd4e3ffb,Which country has made the most progress in fixing racism in the last 20 years?,0
2456,f0aa4cbdd3bb6fc10433,What are the similarities between Concerta and Zoloft?,0
2457,ca846a15199adb4f7280,Who's a video game boss you didn't want to kill?,0
2458,0995061488e2fe78ff04,"Did you bet know of a member of Congress, cabinet member, or head of regulatory agency not convicted of a crime who did not retire rich?",0
2459,ef19236546d469635772,Is the format of a thesis and comparative research the same? Any good examples of comparative research online?,0
2460,2d204971028ed7968f63,Which laptop should I buy under 35k?,0
2461,1f7b2779bc82f40ad894,What will happen to the velocity of sound travelling upwards from the earths poles?,0
2462,85bdee06a22856e8a2fa,"VTU has included a 4 weeks internship for Engineering students, which will carry 100 marks. And this is introduced from 2015 scheme, what are the few steps of finding a month long internship and what should be done to get an intership?",0
2463,f11770cbbe1ebac0162c,"In light of the shooting in Las Vegas, should the blacks be castrated as punishment?",1
2464,b98f8f37455e3ca02b81,How do one handle our day to day challenges?,0
2465,53977d7e63951efc640a,What are you going through?,0
2466,a4d8f13e14a1809f696c,What could cause my back and shoulders to hurt?,0
2467,2bd45f5d264c0938616a,"If you filed your application before OCT-1 for employment based adjustment of status, do you still have to go through in person interview?",0
2468,41124b4b1c8bd3e88594,Is it true job applicants with black-sounding names are less likely to be called back by employers?,0
2469,78394ce333cb92b53f60,What is the boiling point of cadmium?,0
2470,a08dd26d70598776c002,Was Nietzsche pro-slavery?,0
2471,4a4595119f11054760c3,What are the GATE BT toppers doing now?,0
2472,4b07537cd0f928ab7158,What can I do to stop some bad habits such as touching my eyebrows (my bad habits are due to my body image problems)?,0
2473,857fb42ec903e61ce6b8,How do you form a medical marijuana dispensary in New Mexico?,0
2474,1bcd0b8a32c54cdc4b2d,I want to get all call logs from my phone for the last 2days?,0
2475,68b59697710fae0d15d2,Why do I love seeing airplanes?,0
2476,e9a4a08a00d79b5d0c6f,"Why does my cat like laying on top of my stuff (phone, pencil, laptop, shoes)?",0
2477,156c36106c629f78ae98,Should modern Atheists have a way of life?,0
2478,991f4433773fb073a28f,How do I get paid internships in wildlife photography or any adventure internships?,0
2479,5ea6f9ed502b67d1af96,What did Americans think about Japanese soldiers?,0
2480,ee55eb12896f33ac7401,Are Americans fussy about correct English?,0
2481,5d1bc90709d52d168376,What are the importance of criminal law?,0
2482,21b5ee63812eafe88d0c,"Thinking of becoming a veterinarian, but I'm afraid of the cost. Are there any good paying jobs you can do related to the field while in school?",0
2483,87ad6dbd491108db65b6,"What is the best way to learn forex trading? The realistic trader course run by Siam Kidd, looks very good but can't afford the course right now.",0
2484,4c573b4a31edcb610788,What purpose does Davines serve?,0
2485,a357a400185a67eafba4,How is the sidewalk near your house/in your town? Could you add pictures?,0
2486,a43664949c0045c52c6f,Does a guy actually mean it when he said he likes talking with you?,0
2487,0d3b0a7a17b95e91813f,I have a fan base of 45 subscribers on YouTube and I usuallly get about 30 to 50 views on my videos. Does anyone know how I can grow really fast so I can become more known to the YouTube community?,0
2488,a1b7c2196426694fcee5,Does UC berkley EECS care about GRE scores?,0
2489,571d0e2420825087c06c,Does a female bodybuilder have a tight vagina?,1
2490,dae2ce4a2db3d9500ea1,Why is quantitative data analysis useful for scientists?,0
2491,54ca219cc778deba7422,Why does BITCOIN fluctuate so much?,0
2492,960fac211b01238d67c6,Is there any completely real analytic proof of fundamental theorem of algebra?,0
2493,ff607f3a7cb992467494,What are top companies to work with as buyer?,0
2494,85aa402940830624a022,How do I design a creative student council t-shirt?,0
2495,d0487b1dac9214c9919b,What is left of the libturd party? They've been wiped off the map virtually everywhere and they're flat broke to-boot. What colossal losers?,1
2496,e404ad6111bba3335e27,Do angels like the rain or try to avoid it?,0
2497,4ab0dd4a2a9b2fe87add,What can a financial controller do or start up when newly recruited in a company?,0
2498,e8965c27bff2d0114af9,What do you think of the Boston subway train system?,0
2499,a15dd610da64b547d322,Why did Voltron (animated series) ended?,0
2500,25ccdb6dfdae587c2c1c,What is the best way to get job in IT companies apart from reference? .I applied in three to four online job portals. But I didn't get a single call yet,0
2501,6c0ce8b7cb071e24837c,How do I tell my dad that I am not really interested in programming and I wanna be a photograph n travel the world?,0
2502,ea28eee7ee7b7fe070d3,What is the natural cure for hypothyroidism in teens?,0
2503,073d77638fceb198d66e,What are cancer alarm symptoms?,0
2504,2702eb9c9f963eb8ca75,How much should I charge from my parents to feed them the are nearly 70 now?,0
2505,5e765842f169e7762006,What is the next biggest mergers and Acquisitions in Southeast Asia?,0
2506,f60ec27dc410b495a3cf,What's the answer of (3+6*9) / (9+2*5) =?,0
2507,e4cbb8792b05f683d539,Why do Americans need to buy and keep big guns like assault rifles at their homes?,1
2508,e2a37ec3db48a2ed913b,What would you do if a student wanted you to adopt them (literally)?,0
2509,bf855b3f7d4ba7644e2b,"Why do Democrats claim the GOP tax bill is bad when they are perfectly alright with distracting people from it with Russia allegations, and testimony from Mike Flynn, whom Democrats suddenly trust?",1
2510,8300006835252d62df95,Can shilajit be used for curing erectile dysfunction?,0
2511,623742aff323f4f880ea,How much is the salary or wage of a professional football player in Iran?,0
2512,3b0bc0a85aa8328dcada,Why does Tillerson support the achievement of the Velayat-e faqih to nuclear weapons by rejecting Kurdistan independence referendum?,1
2513,be681d5da46595d9c132,What you doing these days?,0
2514,024c87ed323b0c2cc564,Would the root have any medicinal value?,0
2515,7100035a1dd03dd52e71,What are the subject in commerce without maths 11?,0
2516,f80b47b8752a61790d66,Are Indian girls generally wild in bed with their husbands?,1
2517,c4a64cef8fb046c64204,What if Chrome (on Android) brings the extension feature?,0
2518,65db457ac431ed54f0f7,What are the pros and cons of both gender in today's society?,0
2519,de8f7d362fdba852684d,How economic growth is linked with reduction of poverty?,0
2520,16535dfbd1fe466715f5,What is the future of awesome?,0
2521,db4a707ff971e218b640,How much anil Ambani earn in one minute?,0
2522,8dfbac6b5ea60ed960b0,Is genting highlands opened by end of may 2017?,0
2523,4eb76f08b9b05852d039,Which college is suggested if I want to become a scientist?,0
2524,366914837d7f19c0145a,Can you write a poem on spiritualism?,0
2525,7b824900cfb3386ff0ac,What colour pants goes well with wight shirt?,0
2526,100a4561d346ce677deb,Should Wikipedia buy Google?,0
2527,be9e78848485def698d7,What are the aisle seats at MetLife Stadium?,0
2528,3af909f0f05b16148838,What is a house deed?,0
2529,33435be8d49da2766a0e,Is true love possible at the age of 16?,0
2530,fb91aa9e9035cfa76296,Why was there tension between France and Germany before World War 1?,0
2531,9992d38bd1daa8b561ba,"Who would win, Nappa (Saiyan Saga) vs Goku (Saiyan Saga)?",0
2532,ad62eb25224b1e844f9d,What are the ways to promote group fitness classes?,0
2533,984e059a3c1f6643171f,"If I feel unprepared for the PSAT, should I take it blind or should I not take it at all?",0
2534,a71eb0eb5da3d085768e,Do you believe in religion? Why?,0
2535,bf5dd857e6b457ecfcd0,"Are there any process used in jail to help prisoners reflect on their past actions, or just the punish?",0
2536,a4b040906ca9e53695ee,Is 103 an abnormal mcv reading?,0
2537,df401245472b85c8912e,Registry of new address will be authentic for on line submissions?,0
2538,e3de365b3a2b3ff446ce,"Why IISC, JNCASR and NCBS are not going for online tender and online submission, even small govt institutes are following govt procurement law?",0
2539,fb45539ca94144309da2,Major oil fields in India?,0
2540,fcdc72489ced71f4ed0f,Has it been a good decision by AP and Time to skip a White Hous briefing after Sean Spicer excluded other news outlets?,0
2541,bad9b9ff034b985798c4,How should I get over a boy?,0
2542,e010953c447339dd8fba,What are the good paid/free online courses for learn Mandarin/Chinese for a total beginner?,0
2543,bc418792b0a649f47a74,How do I tell if my 1974 penny is aluminum?,0
2544,00ede7052a71ac3a17ff,What is the role of culture in nationalism?,0
2545,b5e84e01c06bd0113cfd,How do I download 4K videos for my TV and smartphone?,0
2546,7fbe9b9a039bb07a6e06,Which will be the best multibagger stock for the year 2018?,0
2547,d060340536f35fa0de65,Am I bisexual if I got turned on by cuckold porn where the girl made her boyfriend suck dick?,1
2548,7e60f89200a08bbbb128,How I get my graduation certificate of Chaudhary charan Singh university Meerut?,0
2549,8d3be580ef880da7d50d,Can CBD itself cause serotonin syndrome?,0
2550,ee86865becfde4f1fbd7,Can children watch boxing on television?,0
2551,487bbab8a463be5e7b65,How can a Christian avoid the atheism pollution that is common on some Quora topics?,1
2552,152532203ab6c79e07c1,What is the best way to find flat in Whitefield Bangalore?,0
2553,bb5cbd6f5356045218bb,Why is gold said to be the best investment options than diamonds?,0
2554,c983eba2107ef67e64f7,What is the format of travelogue?,0
2555,9b444665bdbc2c44be45,Which laptop should I buy if I am computer engineer student?,0
2556,09cef93e4f1b4996417c,Can a “dirty sanchez” save a dying marriage?,1
2557,c1127afba5429e0bde8b,How did ancient people accurately map their territory? How did it evolve over the years?,0
2558,b9320af5fdfe07245ef8,How many different human faces can there be before repeating?,0
2559,b31bacf028e0991878f1,"Imagine that suddenly only women wore earrings. When calculating heritability, would this lead to an increase or decrease from the current state in heritability?",0
2560,ee336e0af022993e4fc5,Who are the best event organisers for corporate events in Hyderabad?,0
2561,8de5b3f996a07c9df61a,Is war a method of economic redistribution? Taxes going into private contractors and such?,0
2562,7d1da8e010130c055f77,What is a good itinerary for 7-9 days in Bali?,0
2563,a5113fa5bb2ff4607651,What constitutes verbal abuse?,0
2564,aa3e980820262ee1c67b,What are indeterministic events?,0
2565,cb565a00e9447f6eaaa0,How should a 24 year old do workout in the gym so as to yield maximum muscles?,0
2566,c077afed2326e2070959,How can anyone who is not ignorant of history support Palestine and be anti-Israel?,1
2567,c172933377bc6bcd46f0,What is a podcast episode that you would recomment everyone to listen to?,0
2568,cf779b4fd493eb1db09e,"How can shortening be substituted in pie dough and tea bread? Does butter, or ‘doubling’ the butter, always work?",0
2569,233a65193c2fcb808559,How can I give a best speech?,0
2570,d4af3de5c96e9029c77e,"For organizing and storing photos in a network library for easy access and viewing, which is better Lightroom or Bridge?",0
2571,5d18bb779ad3f32cfc4f,What can you do on YouNow?,0
2572,1eba0b2a2fa6a9970723,Three flying wizard monkeys came into my room and raped me. What do I do?,1
2573,de2f351c79d4b471fc46,Will targeting opioid receptors always have the potential to trigger addiction?,0
2574,6f0fe4060538b40a5aeb,Did Bach use Kontrapunkt?,0
2575,429a73ec6700cb67034d,"I have been offered summer research internship from IIT Bombay, IIT Delhi, IIT Kanpur and IIT Madras (all in power electronics domain). How to choose?",0
2576,5c7d2eb805a56d2ca3a6,Do any cycling fashion companies sell clothing for bigger and taller gents?,0
2577,fb72db4662be75b93cbb,Is orchard grass good for rabbits?,0
2578,9bee90ec682cb13b972b,How do top students take notes?,0
